Initial, Result, Steps
34585, 937838, 3
34611, 903408, 4
34621, 947848, 4
34626, 1038939, 3
34655, 885478, 3
34682, 282172, 3
34696, 1037740, 2
34704, 559845, 3
34706, 999889, 3
34741, 945538, 4
34745, 867757, 3
34746, 1087779, 3
34771, 34771, 0
34775, 914518, 3
34801, 885478, 4
34809, 382173, 2
34835, 840037, 3
34841, 953348, 4
34849, 426613, 2
34866, 1008810, 2
34876, 1019920, 2
34895, 963358, 3
34899, 382173, 2
34919, 395483, 2
34921, 963358, 4
34923, 382173, 3
34927, 186571, 2
34935, 844437, 3
34939, 417703, 2
34941, 952248, 4
34979, 362153, 2
34985, 945538, 3
34993, 527714, 3
35039, 418913, 2
35065, 904508, 3
35075, 926728, 3
35084, 728926, 3
35085, 948948, 3
35175, 931128, 3
35185, 953348, 3
35265, 903408, 3
35285, 947848, 3
35295, 970068, 3
35308, 282172, 2
35339, 425513, 2
35349, 337623, 2
35361, 1054449, 4
35370, 559845, 4
35371, 999889, 4
35375, 930028, 3
35385, 952248, 3
35391, 1087779, 4
35398, 35398, 0
35408, 284372, 2
35429, 416603, 2
35439, 427713, 2
35479, 372163, 2
35498, 284372, 2
35501, 904508, 4
35511, 948948, 4
35525, 836737, 3
35531, 937838, 4
35533, 418913, 3
35574, 35574, 0
35575, 937838, 3
35595, 883278, 3
35601, 903408, 4
35611, 947848, 4
35616, 1038939, 3
35645, 885478, 3
35672, 282172, 3
35686, 1037740, 2
35731, 945538, 4
35733, 427713, 3
35735, 867757, 3
35736, 1087779, 3
35761, 35761, 0
35765, 914518, 3
35825, 840037, 3
35831, 953348, 4
35839, 426613, 2
35856, 1008810, 2
35866, 1019920, 2
35885, 963358, 3
35889, 382173, 2
35909, 395483, 2
35911, 963358, 4
35913, 382173, 3
35917, 186571, 2
35925, 844437, 3
35929, 417703, 2
35931, 952248, 4
35933, 426613, 3
35969, 362153, 2
35975, 945538, 3
35983, 527714, 3
35999, 395483, 2
36029, 418913, 2
36055, 904508, 3
36065, 926728, 3
36074, 728926, 3
36075, 948948, 3
36165, 931128, 3
36175, 953348, 3
36255, 903408, 3
36275, 947848, 3
36285, 970068, 3
36329, 425513, 2
36339, 337623, 2
36351, 1054449, 4
36360, 559845, 4
36361, 999889, 4
36365, 930028, 3
36375, 952248, 3
36381, 1087779, 4
36388, 36388, 0
36419, 416603, 2
36429, 427713, 2
36469, 372163, 2
36488, 284372, 2
36501, 948948, 4
36515, 836737, 3
36521, 937838, 4
36523, 418913, 3
36564, 36564, 0
36565, 937838, 3
36585, 883278, 3
36595, 904508, 3
36601, 947848, 4
36606, 1038939, 3
36635, 885478, 3
36662, 282172, 3
36676, 1037740, 2
36721, 945538, 4
36723, 427713, 3
36725, 867757, 3
36726, 1087779, 3
36751, 36751, 0
36755, 914518, 3
36795, 36795, 0
36815, 840037, 3
36821, 953348, 4
36829, 426613, 2
36846, 1008810, 2
36856, 1019920, 2
36875, 963358, 3
36879, 382173, 2
36901, 963358, 4
36903, 382173, 3
36907, 186571, 2
36915, 844437, 3
36919, 417703, 2
36921, 952248, 4
36923, 426613, 3
36959, 362153, 2
36965, 945538, 3
36973, 527714, 3
36989, 395483, 2
36997, 186571, 2
37019, 418913, 2
37045, 904508, 3
37055, 926728, 3
37064, 728926, 3
37065, 948948, 3
37155, 931128, 3
37165, 953348, 3
37245, 903408, 3
37265, 947848, 3
37275, 970068, 3
37290, 37290, 0
37295, 914518, 3
37319, 425513, 2
37329, 337623, 2
37341, 1054449, 4
37350, 559845, 4
37351, 999889, 4
37355, 930028, 3
37365, 952248, 3
37371, 1087779, 4
37378, 37378, 0
37409, 416603, 2
37419, 427713, 2
37459, 372163, 2
37478, 284372, 2
37496, 1076570, 2
37499, 37499, 0
37505, 836737, 3
37511, 937838, 4
37513, 418913, 3
37554, 37554, 0
37555, 937838, 3
37575, 883278, 3
37585, 904508, 3
37595, 926728, 3
37625, 885478, 3
37652, 282172, 3
37666, 1037740, 2
37695, 931128, 3
37711, 945538, 4
37713, 427713, 3
37715, 867757, 3
37716, 1087779, 3
37741, 37741, 0
37745, 914518, 3
37785, 37785, 0
37805, 840037, 3
37811, 953348, 4
37819, 426613, 2
37836, 1008810, 2
37846, 1019920, 2
37865, 963358, 3
37869, 382173, 2
37895, 37895, 0
37905, 844437, 3
37909, 417703, 2
37911, 952248, 4
37913, 426613, 3
37949, 362153, 2
37955, 945538, 3
37963, 527714, 3
37979, 395483, 2
37987, 186571, 2
37999, 417703, 2
38009, 418913, 2
38035, 904508, 3
38045, 926728, 3
38054, 728926, 3
38055, 948948, 3
38094, 717816, 3
38095, 937838, 3
38099, 418913, 2
38145, 931128, 3
38155, 953348, 3
38192, 38192, 0
38235, 903408, 3
38255, 947848, 3
38265, 970068, 3
38280, 38280, 0
38285, 914518, 3
38309, 425513, 2
38319, 337623, 2
38331, 1054449, 4
38340, 559845, 4
38341, 999889, 4
38345, 930028, 3
38355, 952248, 3
38361, 1087779, 4
38368, 38368, 0
38399, 425513, 2
38409, 427713, 2
38449, 372163, 2
38468, 284372, 2
38486, 1076570, 2
38489, 38489, 0
38495, 945538, 3
38499, 427713, 2
38501, 937838, 4
38503, 418913, 3
38544, 38544, 0
38545, 937838, 3
38565, 883278, 3
38575, 904508, 3
38585, 926728, 3
38594, 728926, 3
38595, 948948, 3
38596, 1079980, 2
38615, 885478, 3
38642, 282172, 3
38656, 1037740, 2
38685, 931128, 3
38695, 953348, 3
38701, 945538, 4
38703, 427713, 3
38705, 867757, 3
38706, 1087779, 3
38731, 38731, 0
38735, 914518, 3
38775, 38775, 0
38795, 947848, 3
38796, 1084380, 2
38801, 953348, 4
38809, 426613, 2
38826, 1008810, 2
38836, 1019920, 2
38855, 963358, 3
38859, 382173, 2
38885, 38885, 0
38895, 952248, 3
38899, 426613, 2
38901, 952248, 4
38903, 426613, 3
38939, 362153, 2
38945, 945538, 3
38953, 527714, 3
38969, 395483, 2
38977, 186571, 2
38989, 417703, 2
39025, 904508, 3
39035, 926728, 3
39044, 728926, 3
39045, 948948, 3
39084, 717816, 3
39085, 937838, 3
39089, 418913, 2
39096, 1089990, 2
39135, 931128, 3
39145, 953348, 3
39182, 39182, 0
39225, 903408, 3
39245, 947848, 3
39255, 970068, 3
39270, 39270, 0
39275, 914518, 3
39309, 337623, 2
39321, 1054449, 4
39330, 559845, 4
39331, 999889, 4
39335, 930028, 3
39345, 952248, 3
39351, 1087779, 4
39358, 39358, 0
39389, 425513, 2
39395, 963358, 3
39439, 372163, 2
39458, 284372, 2
39476, 1076570, 2
39479, 39479, 0
39485, 945538, 3
39489, 427713, 2
39498, 328812, 2
39534, 39534, 0
39535, 937838, 3
39555, 883278, 3
39565, 904508, 3
39575, 926728, 3
39584, 728926, 3
39585, 948948, 3
39586, 1079980, 2
39605, 885478, 3
39632, 282172, 3
39646, 1037740, 2
39675, 931128, 3
39685, 953348, 3
39721, 39721, 0
39725, 914518, 3
39765, 39765, 0
39785, 947848, 3
39786, 1084380, 2
39790, 728926, 4
39791, 1079980, 3
39795, 970068, 3
39816, 1008810, 2
39826, 1019920, 2
39845, 963358, 3
39849, 382173, 2
39875, 39875, 0
39885, 952248, 3
39889, 426613, 2
39891, 1084380, 3
39898, 327712, 2
39929, 362153, 2
39935, 945538, 3
39943, 527714, 3
39959, 395483, 2
39967, 186571, 2
39979, 417703, 2
39996, 39996, 0
40069, 506704, 2
40088, 418913, 2
40357, 282172, 2
40388, 425513, 2
40398, 337623, 2
40429, 471064, 2
40438, 372163, 2
40449, 493284, 2
40457, 284372, 2
40478, 416603, 2
40488, 427713, 2
40535, 40535, 0
40550, 904508, 4
40560, 948948, 4
40574, 836737, 3
40580, 937838, 4
40582, 418913, 3
40635, 1072269, 3
40650, 903408, 4
40660, 947848, 4
40665, 1038939, 3
40694, 885478, 3
40712, 372163, 3
40725, 1054449, 3
40732, 416603, 3
40743, 559845, 3
40745, 999889, 3
40780, 945538, 4
40782, 427713, 3
40784, 867757, 3
40785, 1087779, 3
40840, 885478, 4
40848, 382173, 2
40874, 840037, 3
40880, 953348, 4
40888, 426613, 2
40928, 362153, 2
40930, 840037, 4
40958, 395483, 2
40960, 963358, 4
40962, 382173, 3
40966, 186571, 2
40974, 844437, 3
40978, 417703, 2
40979, 527714, 2
40980, 952248, 4
40982, 426613, 3
41059, 506704, 2
41078, 418913, 2
41347, 282172, 2
41378, 425513, 2
41388, 337623, 2
41419, 471064, 2
41428, 372163, 2
41439, 493284, 2
41447, 284372, 2
41468, 416603, 2
41478, 427713, 2
41525, 41525, 0
41540, 904508, 4
41550, 948948, 4
41564, 836737, 3
41570, 937838, 4
41572, 418913, 3
41625, 1072269, 3
41640, 903408, 4
41650, 947848, 4
41655, 1038939, 3
41684, 885478, 3
41702, 372163, 3
41715, 1054449, 3
41722, 416603, 3
41733, 559845, 3
41735, 999889, 3
41770, 945538, 4
41772, 427713, 3
41774, 867757, 3
41775, 1087779, 3
41830, 885478, 4
41838, 382173, 2
41864, 840037, 3
41870, 953348, 4
41878, 426613, 2
41895, 1008810, 2
41918, 362153, 2
41920, 840037, 4
41948, 395483, 2
41950, 963358, 4
41952, 382173, 3
41956, 186571, 2
41964, 844437, 3
41968, 417703, 2
41969, 527714, 2
41970, 952248, 4
41972, 426613, 3
42049, 506704, 2
42068, 418913, 2
42094, 904508, 3
42294, 903408, 3
42337, 282172, 2
42368, 425513, 2
42378, 337623, 2
42390, 1054449, 4
42409, 471064, 2
42418, 372163, 2
42429, 493284, 2
42437, 284372, 2
42458, 416603, 2
42468, 427713, 2
42499, 471064, 2
42515, 42515, 0
42530, 904508, 4
42540, 948948, 4
42554, 836737, 3
42560, 937838, 4
42562, 418913, 3
42615, 1072269, 3
42630, 903408, 4
42640, 947848, 4
42645, 1038939, 3
42674, 885478, 3
42705, 1054449, 3
42712, 416603, 3
42723, 559845, 3
42725, 999889, 3
42760, 945538, 4
42762, 427713, 3
42764, 867757, 3
42765, 1087779, 3
42790, 42790, 0
42794, 914518, 3
42820, 885478, 4
42828, 382173, 2
42854, 840037, 3
42860, 953348, 4
42868, 426613, 2
42885, 1008810, 2
42895, 1019920, 2
42908, 362153, 2
42910, 840037, 4
42938, 395483, 2
42940, 963358, 4
42942, 382173, 3
42946, 186571, 2
42954, 844437, 3
42958, 417703, 2
42959, 527714, 2
42960, 952248, 4
42962, 426613, 3
42998, 362153, 2
43039, 506704, 2
43058, 418913, 2
43084, 904508, 3
43094, 926728, 3
43194, 931128, 3
43284, 903408, 3
43327, 282172, 2
43358, 425513, 2
43368, 337623, 2
43380, 1054449, 4
43390, 999889, 4
43394, 930028, 3
43408, 372163, 2
43419, 493284, 2
43427, 284372, 2
43448, 416603, 2
43458, 427713, 2
43489, 471064, 2
43498, 372163, 2
43505, 43505, 0
43520, 904508, 4
43530, 948948, 4
43544, 836737, 3
43550, 937838, 4
43552, 418913, 3
43593, 43593, 0
43594, 937838, 3
43605, 1072269, 3
43620, 903408, 4
43630, 947848, 4
43635, 1038939, 3
43664, 885478, 3
43691, 282172, 3
43702, 416603, 3
43713, 559845, 3
43715, 999889, 3
43750, 945538, 4
43752, 427713, 3
43754, 867757, 3
43755, 1087779, 3
43780, 43780, 0
43784, 914518, 3
43810, 885478, 4
43818, 382173, 2
43844, 840037, 3
43850, 953348, 4
43858, 426613, 2
43875, 1008810, 2
43885, 1019920, 2
43900, 840037, 4
43928, 395483, 2
43930, 963358, 4
43932, 382173, 3
43936, 186571, 2
43944, 844437, 3
43948, 417703, 2
43949, 527714, 2
43950, 952248, 4
43952, 426613, 3
43988, 362153, 2
43994, 945538, 3
44029, 506704, 2
44048, 418913, 2
44074, 904508, 3
44084, 926728, 3
44093, 728926, 3
44094, 948948, 3
44184, 931128, 3
44194, 953348, 3
44274, 903408, 3
44294, 947848, 3
44317, 282172, 2
44348, 425513, 2
44358, 337623, 2
44370, 1054449, 4
44380, 999889, 4
44384, 930028, 3
44394, 952248, 3
44409, 493284, 2
44417, 284372, 2
44438, 416603, 2
44448, 427713, 2
44479, 471064, 2
44488, 372163, 2
44499, 493284, 2
44510, 904508, 4
44520, 948948, 4
44534, 836737, 3
44540, 937838, 4
44542, 418913, 3
44583, 44583, 0
44584, 937838, 3
44610, 903408, 4
44620, 947848, 4
44625, 1038939, 3
44654, 885478, 3
44681, 282172, 3
44695, 1037740, 2
44703, 559845, 3
44705, 999889, 3
44740, 945538, 4
44742, 427713, 3
44745, 1087779, 3
44770, 44770, 0
44774, 914518, 3
44800, 885478, 4
44808, 382173, 2
44834, 840037, 3
44840, 953348, 4
44848, 426613, 2
44865, 1008810, 2
44875, 1019920, 2
44894, 963358, 3
44898, 382173, 2
44918, 395483, 2
44920, 963358, 4
44922, 382173, 3
44926, 186571, 2
44934, 844437, 3
44938, 417703, 2
44939, 527714, 2
44940, 952248, 4
44942, 426613, 3
44978, 362153, 2
44984, 945538, 3
44992, 527714, 3
45019, 506704, 2
45038, 418913, 2
45064, 904508, 3
45074, 926728, 3
45083, 728926, 3
45084, 948948, 3
45174, 931128, 3
45184, 953348, 3
45264, 903408, 3
45284, 947848, 3
45294, 970068, 3
45307, 282172, 2
45338, 425513, 2
45348, 337623, 2
45360, 1054449, 4
45370, 999889, 4
45374, 930028, 3
45384, 952248, 3
45390, 1087779, 4
45397, 45397, 0
45407, 284372, 2
45428, 416603, 2
45438, 427713, 2
45469, 471064, 2
45478, 372163, 2
45489, 493284, 2
45497, 284372, 2
45500, 904508, 4
45510, 948948, 4
45524, 836737, 3
45530, 937838, 4
45532, 418913, 3
45573, 45573, 0
45574, 937838, 3
45594, 883278, 3
45600, 903408, 4
45610, 947848, 4
45615, 1038939, 3
45644, 885478, 3
45671, 282172, 3
45685, 1037740, 2
45730, 945538, 4
45732, 427713, 3
45734, 867757, 3
45735, 1087779, 3
45760, 45760, 0
45764, 914518, 3
45824, 840037, 3
45830, 953348, 4
45838, 426613, 2
45855, 1008810, 2
45865, 1019920, 2
45884, 963358, 3
45888, 382173, 2
45908, 395483, 2
45910, 963358, 4
45912, 382173, 3
45916, 186571, 2
45924, 844437, 3
45928, 417703, 2
45929, 527714, 2
45930, 952248, 4
45932, 426613, 3
45968, 362153, 2
45974, 945538, 3
45982, 527714, 3
45998, 395483, 2
46009, 506704, 2
46028, 418913, 2
46054, 904508, 3
46073, 728926, 3
46074, 948948, 3
46099, 506704, 2
46174, 953348, 3
46254, 903408, 3
46274, 947848, 3
46284, 970068, 3
46328, 425513, 2
46338, 337623, 2
46350, 1054449, 4
46360, 999889, 4
46374, 952248, 3
46380, 1087779, 4
46387, 46387, 0
46418, 416603, 2
46428, 427713, 2
46459, 471064, 2
46468, 372163, 2
46479, 493284, 2
46487, 284372, 2
46500, 948948, 4
46514, 836737, 3
46520, 937838, 4
46522, 418913, 3
46563, 46563, 0
46584, 883278, 3
46594, 904508, 3
46600, 947848, 4
46605, 1038939, 3
46634, 885478, 3
46661, 282172, 3
46675, 1037740, 2
46720, 945538, 4
46722, 427713, 3
46724, 867757, 3
46725, 1087779, 3
46750, 46750, 0
46754, 914518, 3
46794, 46794, 0
46814, 840037, 3
46820, 953348, 4
46828, 426613, 2
46845, 1008810, 2
46855, 1019920, 2
46874, 963358, 3
46878, 382173, 2
46900, 963358, 4
46902, 382173, 3
46906, 186571, 2
46914, 844437, 3
46918, 417703, 2
46919, 527714, 2
46920, 952248, 4
46922, 426613, 3
46958, 362153, 2
46972, 527714, 3
46988, 395483, 2
46996, 186571, 2
47018, 418913, 2
47044, 904508, 3
47054, 926728, 3
47063, 728926, 3
47064, 948948, 3
47089, 506704, 2
47154, 931128, 3
47164, 953348, 3
47244, 903408, 3
47264, 947848, 3
47294, 914518, 3
47318, 425513, 2
47328, 337623, 2
47340, 1054449, 4
47350, 999889, 4
47354, 930028, 3
47364, 952248, 3
47370, 1087779, 4
47377, 47377, 0
47408, 416603, 2
47418, 427713, 2
47449, 471064, 2
47458, 372163, 2
47469, 493284, 2
47477, 284372, 2
47495, 1076570, 2
47498, 47498, 0
47504, 836737, 3
47510, 937838, 4
47512, 418913, 3
47553, 47553, 0
47554, 937838, 3
47584, 904508, 3
47594, 926728, 3
47624, 885478, 3
47651, 282172, 3
47665, 1037740, 2
47694, 931128, 3
47710, 945538, 4
47712, 427713, 3
47714, 867757, 3
47715, 1087779, 3
47740, 47740, 0
47744, 914518, 3
47784, 47784, 0
47804, 840037, 3
47810, 953348, 4
47818, 426613, 2
47835, 1008810, 2
47845, 1019920, 2
47864, 963358, 3
47868, 382173, 2
47894, 47894, 0
47904, 844437, 3
47908, 417703, 2
47909, 527714, 2
47910, 952248, 4
47912, 426613, 3
47948, 362153, 2
47954, 945538, 3
47962, 527714, 3
47978, 395483, 2
47986, 186571, 2
47998, 417703, 2
47999, 527714, 2
48008, 418913, 2
48034, 904508, 3
48044, 926728, 3
48053, 728926, 3
48054, 948948, 3
48079, 506704, 2
48093, 717816, 3
48094, 937838, 3
48098, 418913, 2
48144, 931128, 3
48154, 953348, 3
48191, 48191, 0
48234, 903408, 3
48254, 947848, 3
48264, 970068, 3
48308, 425513, 2
48318, 337623, 2
48330, 1054449, 4
48340, 999889, 4
48344, 930028, 3
48354, 952248, 3
48360, 1087779, 4
48367, 48367, 0
48398, 425513, 2
48408, 427713, 2
48439, 471064, 2
48448, 372163, 2
48459, 493284, 2
48467, 284372, 2
48485, 1076570, 2
48488, 48488, 0
48494, 945538, 3
48498, 427713, 2
48500, 937838, 4
48502, 418913, 3
48543, 48543, 0
48544, 937838, 3
48564, 883278, 3
48574, 904508, 3
48593, 728926, 3
48594, 948948, 3
48595, 1079980, 2
48614, 885478, 3
48641, 282172, 3
48655, 1037740, 2
48694, 953348, 3
48700, 945538, 4
48702, 427713, 3
48704, 867757, 3
48705, 1087779, 3
48730, 48730, 0
48734, 914518, 3
48774, 48774, 0
48794, 947848, 3
48795, 1084380, 2
48800, 953348, 4
48808, 426613, 2
48825, 1008810, 2
48835, 1019920, 2
48854, 963358, 3
48858, 382173, 2
48894, 952248, 3
48898, 426613, 2
48900, 952248, 4
48902, 426613, 3
48938, 362153, 2
48944, 945538, 3
48952, 527714, 3
48968, 395483, 2
48976, 186571, 2
48988, 417703, 2
48989, 527714, 2
49024, 904508, 3
49034, 926728, 3
49043, 728926, 3
49044, 948948, 3
49069, 506704, 2
49083, 717816, 3
49084, 937838, 3
49088, 418913, 2
49095, 1089990, 2
49134, 931128, 3
49144, 953348, 3
49181, 49181, 0
49224, 903408, 3
49244, 947848, 3
49254, 970068, 3
49274, 914518, 3
49308, 337623, 2
49320, 1054449, 4
49330, 999889, 4
49334, 930028, 3
49344, 952248, 3
49350, 1087779, 4
49357, 49357, 0
49388, 425513, 2
49429, 471064, 2
49438, 372163, 2
49449, 493284, 2
49457, 284372, 2
49475, 1076570, 2
49478, 49478, 0
49484, 945538, 3
49488, 427713, 2
49492, 527714, 3
49497, 328812, 2
49533, 49533, 0
49534, 937838, 3
49554, 883278, 3
49564, 904508, 3
49574, 926728, 3
49583, 728926, 3
49584, 948948, 3
49585, 1079980, 2
49604, 885478, 3
49631, 282172, 3
49645, 1037740, 2
49674, 931128, 3
49684, 953348, 3
49720, 49720, 0
49724, 914518, 3
49764, 49764, 0
49784, 947848, 3
49785, 1084380, 2
49790, 1079980, 3
49815, 1008810, 2
49825, 1019920, 2
49844, 963358, 3
49848, 382173, 2
49874, 49874, 0
49884, 952248, 3
49888, 426613, 2
49890, 1084380, 3
49897, 327712, 2
49928, 362153, 2
49934, 945538, 3
49942, 527714, 3
49958, 395483, 2
49966, 186571, 2
49978, 417703, 2
49979, 527714, 2
49995, 49995, 0
50068, 506704, 2
50087, 418913, 2
50356, 282172, 2
50387, 425513, 2
50397, 337623, 2
50428, 471064, 2
50437, 372163, 2
50448, 493284, 2
50456, 284372, 2
50477, 416603, 2
50487, 427713, 2
50499, 559845, 2
50534, 50534, 0
50569, 617815, 2
50573, 836737, 3
50579, 628925, 2
50581, 418913, 3
50634, 1072269, 3
50664, 1038939, 3
50693, 885478, 3
50711, 372163, 3
50724, 1054449, 3
50731, 416603, 3
50742, 559845, 3
50744, 999889, 3
50781, 427713, 3
50783, 867757, 3
50784, 1087779, 3
50847, 382173, 2
50873, 840037, 3
50887, 426613, 2
50927, 362153, 2
50957, 395483, 2
50961, 382173, 3
50965, 186571, 2
50973, 844437, 3
50977, 417703, 2
50978, 527714, 2
50981, 426613, 3
51058, 506704, 2
51077, 418913, 2
51346, 282172, 2
51377, 425513, 2
51387, 337623, 2
51418, 471064, 2
51427, 372163, 2
51438, 493284, 2
51446, 284372, 2
51467, 416603, 2
51477, 427713, 2
51489, 559845, 2
51524, 51524, 0
51559, 617815, 2
51563, 836737, 3
51569, 628925, 2
51571, 418913, 3
51624, 1072269, 3
51654, 1038939, 3
51683, 885478, 3
51701, 372163, 3
51714, 1054449, 3
51721, 416603, 3
51732, 559845, 3
51734, 999889, 3
51771, 427713, 3
51773, 867757, 3
51774, 1087779, 3
51837, 382173, 2
51863, 840037, 3
51877, 426613, 2
51894, 1008810, 2
51917, 362153, 2
51947, 395483, 2
51951, 382173, 3
51955, 186571, 2
51963, 844437, 3
51967, 417703, 2
51968, 527714, 2
51971, 426613, 3
52048, 506704, 2
52067, 418913, 2
52093, 904508, 3
52293, 903408, 3
52336, 282172, 2
52367, 425513, 2
52377, 337623, 2
52408, 471064, 2
52417, 372163, 2
52428, 493284, 2
52436, 284372, 2
52457, 416603, 2
52467, 427713, 2
52479, 559845, 2
52498, 471064, 2
52514, 52514, 0
52549, 617815, 2
52553, 836737, 3
52559, 628925, 2
52561, 418913, 3
52614, 1072269, 3
52644, 1038939, 3
52673, 885478, 3
52704, 1054449, 3
52711, 416603, 3
52722, 559845, 3
52724, 999889, 3
52761, 427713, 3
52763, 867757, 3
52764, 1087779, 3
52793, 914518, 3
52827, 382173, 2
52853, 840037, 3
52867, 426613, 2
52884, 1008810, 2
52894, 1019920, 2
52907, 362153, 2
52937, 395483, 2
52941, 382173, 3
52945, 186571, 2
52953, 844437, 3
52957, 417703, 2
52958, 527714, 2
52961, 426613, 3
52997, 362153, 2
53038, 506704, 2
53057, 418913, 2
53083, 904508, 3
53093, 926728, 3
53193, 931128, 3
53283, 903408, 3
53326, 282172, 2
53357, 425513, 2
53367, 337623, 2
53393, 930028, 3
53407, 372163, 2
53418, 493284, 2
53426, 284372, 2
53447, 416603, 2
53457, 427713, 2
53469, 559845, 2
53488, 471064, 2
53497, 372163, 2
53504, 53504, 0
53539, 617815, 2
53543, 836737, 3
53549, 628925, 2
53551, 418913, 3
53592, 53592, 0
53593, 937838, 3
53604, 1072269, 3
53634, 1038939, 3
53663, 885478, 3
53690, 282172, 3
53701, 416603, 3
53712, 559845, 3
53714, 999889, 3
53751, 427713, 3
53753, 867757, 3
53754, 1087779, 3
53783, 914518, 3
53817, 382173, 2
53843, 840037, 3
53857, 426613, 2
53874, 1008810, 2
53884, 1019920, 2
53927, 395483, 2
53931, 382173, 3
53943, 844437, 3
53947, 417703, 2
53948, 527714, 2
53951, 426613, 3
53987, 362153, 2
53993, 945538, 3
54028, 506704, 2
54047, 418913, 2
54073, 904508, 3
54083, 926728, 3
54092, 728926, 3
54093, 948948, 3
54183, 931128, 3
54193, 953348, 3
54273, 903408, 3
54293, 947848, 3
54316, 282172, 2
54347, 425513, 2
54357, 337623, 2
54383, 930028, 3
54393, 952248, 3
54408, 493284, 2
54416, 284372, 2
54437, 416603, 2
54447, 427713, 2
54459, 559845, 2
54478, 471064, 2
54487, 372163, 2
54498, 493284, 2
54529, 617815, 2
54533, 836737, 3
54539, 628925, 2
54541, 418913, 3
54582, 54582, 0
54583, 937838, 3
54624, 1038939, 3
54653, 885478, 3
54680, 282172, 3
54694, 1037740, 2
54702, 559845, 3
54704, 999889, 3
54741, 427713, 3
54743, 867757, 3
54744, 1087779, 3
54773, 914518, 3
54807, 382173, 2
54833, 840037, 3
54847, 426613, 2
54864, 1008810, 2
54874, 1019920, 2
54893, 963358, 3
54897, 382173, 2
54917, 395483, 2
54921, 382173, 3
54925, 186571, 2
54933, 844437, 3
54937, 417703, 2
54938, 527714, 2
54941, 426613, 3
54977, 362153, 2
54983, 945538, 3
54991, 527714, 3
55018, 506704, 2
55037, 418913, 2
55063, 904508, 3
55073, 926728, 3
55082, 728926, 3
55083, 948948, 3
55173, 931128, 3
55183, 953348, 3
55263, 903408, 3
55283, 947848, 3
55293, 970068, 3
55306, 282172, 2
55337, 425513, 2
55347, 337623, 2
55373, 930028, 3
55383, 952248, 3
55396, 55396, 0
55406, 284372, 2
55427, 416603, 2
55437, 427713, 2
55449, 559845, 2
55468, 471064, 2
55477, 372163, 2
55488, 493284, 2
55496, 284372, 2
55519, 617815, 2
55523, 836737, 3
55529, 628925, 2
55531, 418913, 3
55572, 55572, 0
55573, 937838, 3
55593, 883278, 3
55614, 1038939, 3
55643, 885478, 3
55670, 282172, 3
55684, 1037740, 2
55731, 427713, 3
55733, 867757, 3
55734, 1087779, 3
55763, 914518, 3
55823, 840037, 3
55837, 426613, 2
55854, 1008810, 2
55864, 1019920, 2
55883, 963358, 3
55887, 382173, 2
55907, 395483, 2
55911, 382173, 3
55915, 186571, 2
55923, 844437, 3
55927, 417703, 2
55928, 527714, 2
55931, 426613, 3
55967, 362153, 2
55973, 945538, 3
55981, 527714, 3
55997, 395483, 2
56008, 506704, 2
56027, 418913, 2
56053, 904508, 3
56063, 926728, 3
56072, 728926, 3
56073, 948948, 3
56098, 506704, 2
56163, 931128, 3
56173, 953348, 3
56253, 903408, 3
56273, 947848, 3
56283, 970068, 3
56327, 425513, 2
56337, 337623, 2
56363, 930028, 3
56373, 952248, 3
56386, 56386, 0
56417, 416603, 2
56427, 427713, 2
56439, 559845, 2
56458, 471064, 2
56467, 372163, 2
56478, 493284, 2
56486, 284372, 2
56509, 617815, 2
56513, 836737, 3
56519, 628925, 2
