Initial, Result, Steps
1515, 6666, 1
1516, 7667, 1
1517, 8668, 1
1518, 1518, 0
1519, 10670, 1
1520, 1771, 1
1521, 2772, 1
1522, 3773, 1
1523, 4774, 1
1524, 5775, 1
1525, 6776, 1
1526, 7777, 1
1527, 8778, 1
1528, 9779, 1
1529, 1529, 0
1530, 1881, 1
1531, 2882, 1
1532, 3883, 1
1533, 4884, 1
1534, 5885, 1
1535, 6886, 1
1536, 7887, 1
1537, 8888, 1
1538, 9889, 1
1539, 10890, 1
1540, 1540, 0
1541, 2992, 1
1542, 3993, 1
1543, 4994, 1
1544, 5995, 1
1545, 6996, 1
1546, 7997, 1
1547, 8998, 1
1548, 9999, 1
1549, 11000, 1
1550, 2101, 1
1551, 1551, 0
1552, 4103, 1
1553, 5104, 1
1554, 6105, 1
1555, 7106, 1
1556, 8107, 1
1557, 9108, 1
1558, 10109, 1
1559, 11110, 1
1560, 2211, 1
1561, 3212, 1
1562, 1562, 0
1563, 5214, 1
1564, 6215, 1
1565, 7216, 1
1566, 8217, 1
1567, 9218, 1
1568, 10219, 1
1569, 11220, 1
1570, 2321, 1
1571, 3322, 1
1572, 4323, 1
1573, 1573, 0
1574, 6325, 1
1575, 7326, 1
1576, 8327, 1
1577, 9328, 1
1578, 10329, 1
1579, 11330, 1
1580, 2431, 1
1581, 3432, 1
1582, 4433, 1
1583, 5434, 1
1584, 1584, 0
1585, 7436, 1
1586, 8437, 1
1587, 9438, 1
1588, 10439, 1
1589, 11440, 1
1590, 2541, 1
1591, 3542, 1
1592, 4543, 1
1593, 5544, 1
1594, 6545, 1
1595, 1595, 0
1596, 8547, 1
1597, 9548, 1
1598, 10549, 1
1599, 11550, 1
1600, 1661, 1
1601, 2662, 1
1602, 3663, 1
1603, 4664, 1
1604, 5665, 1
1605, 6666, 1
1606, 1606, 0
1607, 8668, 1
1608, 9669, 1
1609, 10670, 1
1610, 1771, 1
1611, 2772, 1
1612, 3773, 1
1613, 4774, 1
1614, 5775, 1
1615, 6776, 1
1616, 7777, 1
1617, 1617, 0
1618, 9779, 1
1619, 10780, 1
1620, 1881, 1
1621, 2882, 1
1622, 3883, 1
1623, 4884, 1
1624, 5885, 1
1625, 6886, 1
1626, 7887, 1
1627, 8888, 1
1628, 1628, 0
1629, 10890, 1
1630, 1991, 1
1631, 2992, 1
1632, 3993, 1
1633, 4994, 1
1634, 5995, 1
1635, 6996, 1
1636, 7997, 1
1637, 8998, 1
1638, 9999, 1
1639, 1639, 0
1640, 2101, 1
1641, 3102, 1
1642, 4103, 1
1643, 5104, 1
1644, 6105, 1
1645, 7106, 1
1646, 8107, 1
1647, 9108, 1
1648, 10109, 1
1649, 11110, 1
1650, 1650, 0
1651, 3212, 1
1652, 4213, 1
1653, 5214, 1
1654, 6215, 1
1655, 7216, 1
1656, 8217, 1
1657, 9218, 1
1658, 10219, 1
1659, 11220, 1
1660, 2321, 1
1661, 1661, 0
1662, 4323, 1
1663, 5324, 1
1664, 6325, 1
1665, 7326, 1
1666, 8327, 1
1667, 9328, 1
1668, 10329, 1
1669, 11330, 1
1670, 2431, 1
1671, 3432, 1
1672, 1672, 0
1673, 5434, 1
1674, 6435, 1
1675, 7436, 1
1676, 8437, 1
1677, 9438, 1
1678, 10439, 1
1679, 11440, 1
1680, 2541, 1
1681, 3542, 1
1682, 4543, 1
1683, 1683, 0
1684, 6545, 1
1685, 7546, 1
1686, 8547, 1
1687, 9548, 1
1688, 10549, 1
1689, 11550, 1
1690, 2651, 1
1691, 3652, 1
1692, 4653, 1
1693, 5654, 1
1694, 1694, 0
1695, 7656, 1
1696, 8657, 1
1697, 9658, 1
1698, 10659, 1
1699, 11660, 1
1700, 1771, 1
1701, 2772, 1
1702, 3773, 1
1703, 4774, 1
1704, 5775, 1
1705, 1705, 0
1706, 7777, 1
1707, 8778, 1
1708, 9779, 1
1709, 10780, 1
1710, 1881, 1
1711, 2882, 1
1712, 3883, 1
1713, 4884, 1
1714, 5885, 1
1715, 6886, 1
1716, 1716, 0
1717, 8888, 1
1718, 9889, 1
1719, 10890, 1
1720, 1991, 1
1721, 2992, 1
1722, 3993, 1
1723, 4994, 1
1724, 5995, 1
1725, 6996, 1
1726, 7997, 1
1727, 1727, 0
1728, 9999, 1
1729, 11000, 1
1730, 2101, 1
1731, 3102, 1
1732, 4103, 1
1733, 5104, 1
1734, 6105, 1
1735, 7106, 1
1736, 8107, 1
1737, 9108, 1
1738, 1738, 0
1739, 11110, 1
1740, 2211, 1
1741, 3212, 1
1742, 4213, 1
1743, 5214, 1
1744, 6215, 1
1745, 7216, 1
1746, 8217, 1
1747, 9218, 1
1748, 10219, 1
1749, 1749, 0
1750, 2321, 1
1751, 3322, 1
1752, 4323, 1
1753, 5324, 1
1754, 6325, 1
1755, 7326, 1
1756, 8327, 1
1757, 9328, 1
1758, 10329, 1
1759, 11330, 1
1760, 1760, 0
1761, 3432, 1
1762, 4433, 1
1763, 5434, 1
1764, 6435, 1
1765, 7436, 1
1766, 8437, 1
1767, 9438, 1
1768, 10439, 1
1769, 11440, 1
1770, 2541, 1
1771, 1771, 0
1772, 4543, 1
1773, 5544, 1
1774, 6545, 1
1775, 7546, 1
1776, 8547, 1
1777, 9548, 1
1778, 10549, 1
1779, 11550, 1
1780, 2651, 1
1781, 3652, 1
1782, 1782, 0
1783, 5654, 1
1784, 6655, 1
1785, 7656, 1
1786, 8657, 1
1787, 9658, 1
1788, 10659, 1
1789, 11660, 1
1790, 2761, 1
1791, 3762, 1
1792, 4763, 1
1793, 1793, 0
1794, 6765, 1
1795, 7766, 1
1796, 8767, 1
1797, 9768, 1
1798, 10769, 1
1799, 11770, 1
1800, 1881, 1
1801, 2882, 1
1802, 3883, 1
1803, 4884, 1
1804, 1804, 0
1805, 6886, 1
1806, 7887, 1
1807, 8888, 1
1808, 9889, 1
1809, 10890, 1
1810, 1991, 1
1811, 2992, 1
1812, 3993, 1
1813, 4994, 1
1814, 5995, 1
1815, 1815, 0
1816, 7997, 1
1817, 8998, 1
1818, 9999, 1
1819, 11000, 1
1820, 2101, 1
1821, 3102, 1
1822, 4103, 1
1823, 5104, 1
1824, 6105, 1
1825, 7106, 1
1826, 1826, 0
1827, 9108, 1
1828, 10109, 1
1829, 11110, 1
1830, 2211, 1
1831, 3212, 1
1832, 4213, 1
1833, 5214, 1
1834, 6215, 1
1835, 7216, 1
1836, 8217, 1
1837, 1837, 0
1838, 10219, 1
1839, 11220, 1
1840, 2321, 1
1841, 3322, 1
1842, 4323, 1
1843, 5324, 1
1844, 6325, 1
1845, 7326, 1
1846, 8327, 1
1847, 9328, 1
1848, 1848, 0
1849, 11330, 1
1850, 2431, 1
1851, 3432, 1
1852, 4433, 1
1853, 5434, 1
1854, 6435, 1
1855, 7436, 1
1856, 8437, 1
1857, 9438, 1
1858, 10439, 1
1859, 1859, 0
1860, 2541, 1
1861, 3542, 1
1862, 4543, 1
1863, 5544, 1
1864, 6545, 1
1865, 7546, 1
1866, 8547, 1
1867, 9548, 1
1868, 10549, 1
1869, 11550, 1
1870, 1870, 0
1871, 3652, 1
1872, 4653, 1
1873, 5654, 1
1874, 6655, 1
1875, 7656, 1
1876, 8657, 1
1877, 9658, 1
1878, 10659, 1
1879, 11660, 1
1880, 2761, 1
1881, 1881, 0
1882, 4763, 1
1883, 5764, 1
1884, 6765, 1
1885, 7766, 1
1886, 8767, 1
1887, 9768, 1
1888, 10769, 1
1889, 11770, 1
1890, 2871, 1
1891, 3872, 1
1892, 1892, 0
1893, 5874, 1
1894, 6875, 1
1895, 7876, 1
1896, 8877, 1
1897, 9878, 1
1898, 10879, 1
1899, 11880, 1
1900, 1991, 1
1901, 2992, 1
1902, 3993, 1
1903, 1903, 0
1904, 5995, 1
1905, 6996, 1
1906, 7997, 1
1907, 8998, 1
1908, 9999, 1
1909, 11000, 1
1910, 2101, 1
1911, 3102, 1
1912, 4103, 1
1913, 5104, 1
1914, 1914, 0
1915, 7106, 1
1916, 8107, 1
1917, 9108, 1
1918, 10109, 1
1919, 11110, 1
1920, 2211, 1
1921, 3212, 1
1922, 4213, 1
1923, 5214, 1
1924, 6215, 1
1925, 1925, 0
1926, 8217, 1
1927, 9218, 1
1928, 10219, 1
1929, 11220, 1
1930, 2321, 1
1931, 3322, 1
1932, 4323, 1
1933, 5324, 1
1934, 6325, 1
1935, 7326, 1
1936, 1936, 0
1937, 9328, 1
1938, 10329, 1
1939, 11330, 1
1940, 2431, 1
1941, 3432, 1
1942, 4433, 1
1943, 5434, 1
1944, 6435, 1
1945, 7436, 1
1946, 8437, 1
1947, 1947, 0
1948, 10439, 1
1949, 11440, 1
1950, 2541, 1
1951, 3542, 1
1952, 4543, 1
1953, 5544, 1
1954, 6545, 1
1955, 7546, 1
1956, 8547, 1
1957, 9548, 1
1958, 1958, 0
1959, 11550, 1
1960, 2651, 1
1961, 3652, 1
1962, 4653, 1
1963, 5654, 1
1964, 6655, 1
1965, 7656, 1
1966, 8657, 1
1967, 9658, 1
1968, 10659, 1
1969, 1969, 0
1970, 2761, 1
1971, 3762, 1
1972, 4763, 1
1973, 5764, 1
1974, 6765, 1
1975, 7766, 1
1976, 8767, 1
1977, 9768, 1
1978, 10769, 1
1979, 11770, 1
1980, 1980, 0
1981, 3872, 1
1982, 4873, 1
1983, 5874, 1
1984, 6875, 1
1985, 7876, 1
1986, 8877, 1
1987, 9878, 1
1988, 10879, 1
1989, 11880, 1
1990, 2981, 1
1991, 1991, 0
1992, 4983, 1
1993, 5984, 1
1994, 6985, 1
1995, 7986, 1
1996, 8987, 1
1997, 9988, 1
1998, 10989, 1
1999, 11990, 1
2000, 2002, 1
2001, 3003, 1
2002, 2002, 0
2003, 5005, 1
2004, 6006, 1
2005, 7007, 1
2006, 8008, 1
2007, 9009, 1
2008, 10010, 1
2009, 11011, 1
2010, 2112, 1
2011, 3113, 1
2012, 4114, 1
2013, 2013, 0
2014, 6116, 1
2015, 7117, 1
2016, 8118, 1
2017, 9119, 1
2018, 10120, 1
2019, 11121, 1
2020, 2222, 1
2021, 3223, 1
2022, 4224, 1
2023, 5225, 1
2024, 2024, 0
2025, 7227, 1
2026, 8228, 1
2027, 9229, 1
2028, 10230, 1
2029, 11231, 1
2030, 2332, 1
2031, 3333, 1
2032, 4334, 1
2033, 5335, 1
2034, 6336, 1
2035, 2035, 0
2036, 8338, 1
2037, 9339, 1
2038, 10340, 1
2039, 11341, 1
2040, 2442, 1
2041, 3443, 1
2042, 4444, 1
2043, 5445, 1
2044, 6446, 1
2045, 7447, 1
2046, 2046, 0
2047, 9449, 1
2048, 10450, 1
2049, 11451, 1
2050, 2552, 1
2051, 3553, 1
2052, 4554, 1
2053, 5555, 1
2054, 6556, 1
2055, 7557, 1
2056, 8558, 1
2057, 2057, 0
2058, 10560, 1
2059, 11561, 1
2060, 2662, 1
2061, 3663, 1
2062, 4664, 1
2063, 5665, 1
2064, 6666, 1
2065, 7667, 1
2066, 8668, 1
2067, 9669, 1
2068, 2068, 0
2069, 11671, 1
2070, 2772, 1
2071, 3773, 1
2072, 4774, 1
2073, 5775, 1
2074, 6776, 1
2075, 7777, 1
2076, 8778, 1
2077, 9779, 1
2078, 10780, 1
2079, 2079, 0
2080, 2882, 1
2081, 3883, 1
2082, 4884, 1
2083, 5885, 1
2084, 6886, 1
2085, 7887, 1
2086, 8888, 1
2087, 9889, 1
2088, 10890, 1
2089, 11891, 1
2090, 2090, 0
2091, 3993, 1
2092, 4994, 1
2093, 5995, 1
2094, 6996, 1
2095, 7997, 1
2096, 8998, 1
2097, 9999, 1
2098, 11000, 1
2099, 12001, 1
2100, 2112, 1
2101, 2101, 0
2102, 4114, 1
2103, 5115, 1
2104, 6116, 1
2105, 7117, 1
2106, 8118, 1
2107, 9119, 1
2108, 10120, 1
2109, 11121, 1
2110, 2222, 1
2111, 3223, 1
2112, 2112, 0
2113, 5225, 1
2114, 6226, 1
2115, 7227, 1
2116, 8228, 1
2117, 9229, 1
2118, 10230, 1
2119, 11231, 1
2120, 2332, 1
2121, 3333, 1
2122, 4334, 1
2123, 2123, 0
2124, 6336, 1
2125, 7337, 1
2126, 8338, 1
2127, 9339, 1
2128, 10340, 1
2129, 11341, 1
2130, 2442, 1
2131, 3443, 1
2132, 4444, 1
2133, 5445, 1
2134, 2134, 0
2135, 7447, 1
2136, 8448, 1
2137, 9449, 1
2138, 10450, 1
2139, 11451, 1
2140, 2552, 1
2141, 3553, 1
2142, 4554, 1
2143, 5555, 1
2144, 6556, 1
2145, 2145, 0
2146, 8558, 1
2147, 9559, 1
2148, 10560, 1
2149, 11561, 1
2150, 2662, 1
2151, 3663, 1
2152, 4664, 1
2153, 5665, 1
2154, 6666, 1
2155, 7667, 1
2156, 2156, 0
2157, 9669, 1
2158, 10670, 1
2159, 11671, 1
2160, 2772, 1
2161, 3773, 1
2162, 4774, 1
2163, 5775, 1
2164, 6776, 1
2165, 7777, 1
2166, 8778, 1
2167, 2167, 0
2168, 10780, 1
2169, 11781, 1
2170, 2882, 1
2171, 3883, 1
2172, 4884, 1
2173, 5885, 1
2174, 6886, 1
2175, 7887, 1
2176, 8888, 1
2177, 9889, 1
2178, 2178, 0
2179, 11891, 1
2180, 2992, 1
2181, 3993, 1
2182, 4994, 1
2183, 5995, 1
2184, 6996, 1
2185, 7997, 1
2186, 8998, 1
2187, 9999, 1
2188, 11000, 1
2189, 2189, 0
2190, 3102, 1
2191, 4103, 1
2192, 5104, 1
2193, 6105, 1
2194, 7106, 1
2195, 8107, 1
2196, 9108, 1
2197, 10109, 1
2198, 11110, 1
2199, 12111, 1
2200, 2200, 0
2201, 3223, 1
2202, 4224, 1
2203, 5225, 1
2204, 6226, 1
2205, 7227, 1
2206, 8228, 1
2207, 9229, 1
2208, 10230, 1
2209, 11231, 1
2210, 2332, 1
2211, 2211, 0
2212, 4334, 1
2213, 5335, 1
2214, 6336, 1
2215, 7337, 1
2216, 8338, 1
2217, 9339, 1
2218, 10340, 1
2219, 11341, 1
2220, 2442, 1
2221, 3443, 1
2222, 2222, 0
2223, 5445, 1
2224, 6446, 1
2225, 7447, 1
2226, 8448, 1
2227, 9449, 1
2228, 10450, 1
2229, 11451, 1
2230, 2552, 1
2231, 3553, 1
2232, 4554, 1
2233, 2233, 0
2234, 6556, 1
2235, 7557, 1
2236, 8558, 1
2237, 9559, 1
2238, 10560, 1
2239, 11561, 1
2240, 2662, 1
2241, 3663, 1
2242, 4664, 1
2243, 5665, 1
2244, 2244, 0
2245, 7667, 1
2246, 8668, 1
2247, 9669, 1
2248, 10670, 1
2249, 11671, 1
2250, 2772, 1
2251, 3773, 1
2252, 4774, 1
2253, 5775, 1
2254, 6776, 1
2255, 2255, 0
2256, 8778, 1
2257, 9779, 1
2258, 10780, 1
2259, 11781, 1
2260, 2882, 1
2261, 3883, 1
2262, 4884, 1
2263, 5885, 1
2264, 6886, 1
2265, 7887, 1
2266, 2266, 0
2267, 9889, 1
2268, 10890, 1
2269, 11891, 1
2270, 2992, 1
2271, 3993, 1
2272, 4994, 1
2273, 5995, 1
2274, 6996, 1
2275, 7997, 1
2276, 8998, 1
2277, 2277, 0
2278, 11000, 1
2279, 12001, 1
2280, 3102, 1
2281, 4103, 1
2282, 5104, 1
2283, 6105, 1
2284, 7106, 1
2285, 8107, 1
2286, 9108, 1
2287, 10109, 1
2288, 2288, 0
2289, 12111, 1
2290, 3212, 1
2291, 4213, 1
2292, 5214, 1
2293, 6215, 1
2294, 7216, 1
2295, 8217, 1
2296, 9218, 1
2297, 10219, 1
2298, 11220, 1
2299, 2299, 0
2300, 2332, 1
2301, 3333, 1
2302, 4334, 1
2303, 5335, 1
2304, 6336, 1
2305, 7337, 1
2306, 8338, 1
2307, 9339, 1
2308, 10340, 1
2309, 11341, 1
2310, 2310, 0
2311, 3443, 1
2312, 4444, 1
2313, 5445, 1
2314, 6446, 1
2315, 7447, 1
2316, 8448, 1
2317, 9449, 1
2318, 10450, 1
2319, 11451, 1
2320, 2552, 1
2321, 2321, 0
2322, 4554, 1
2323, 5555, 1
2324, 6556, 1
2325, 7557, 1
2326, 8558, 1
2327, 9559, 1
2328, 10560, 1
2329, 11561, 1
2330, 2662, 1
2331, 3663, 1
2332, 2332, 0
2333, 5665, 1
2334, 6666, 1
2335, 7667, 1
2336, 8668, 1
2337, 9669, 1
2338, 10670, 1
2339, 11671, 1
2340, 2772, 1
2341, 3773, 1
2342, 4774, 1
2343, 2343, 0
2344, 6776, 1
2345, 7777, 1
2346, 8778, 1
2347, 9779, 1
2348, 10780, 1
2349, 11781, 1
2350, 2882, 1
2351, 3883, 1
2352, 4884, 1
2353, 5885, 1
2354, 2354, 0
2355, 7887, 1
2356, 8888, 1
2357, 9889, 1
2358, 10890, 1
2359, 11891, 1
2360, 2992, 1
2361, 3993, 1
2362, 4994, 1
2363, 5995, 1
2364, 6996, 1
2365, 2365, 0
2366, 8998, 1
2367, 9999, 1
2368, 11000, 1
2369, 12001, 1
2370, 3102, 1
2371, 4103, 1
2372, 5104, 1
2373, 6105, 1
2374, 7106, 1
2375, 8107, 1
2376, 2376, 0
2377, 10109, 1
2378, 11110, 1
2379, 12111, 1
2380, 3212, 1
2381, 4213, 1
2382, 5214, 1
2383, 6215, 1
2384, 7216, 1
2385, 8217, 1
2386, 9218, 1
2387, 2387, 0
2388, 11220, 1
2389, 12221, 1
2390, 3322, 1
2391, 4323, 1
2392, 5324, 1
2393, 6325, 1
2394, 7326, 1
2395, 8327, 1
2396, 9328, 1
2397, 10329, 1
2398, 2398, 0
2399, 12331, 1
2400, 2442, 1
2401, 3443, 1
2402, 4444, 1
2403, 5445, 1
2404, 6446, 1
2405, 7447, 1
2406, 8448, 1
2407, 9449, 1
2408, 10450, 1
2409, 2409, 0
2410, 2552, 1
2411, 3553, 1
2412, 4554, 1
2413, 5555, 1
2414, 6556, 1
2415, 7557, 1
2416, 8558, 1
2417, 9559, 1
2418, 10560, 1
2419, 11561, 1
2420, 2420, 0
2421, 3663, 1
2422, 4664, 1
2423, 5665, 1
2424, 6666, 1
2425, 7667, 1
2426, 8668, 1
2427, 9669, 1
2428, 10670, 1
2429, 11671, 1
2430, 2772, 1
2431, 2431, 0
2432, 4774, 1
2433, 5775, 1
2434, 6776, 1
2435, 7777, 1
2436, 8778, 1
2437, 9779, 1
2438, 10780, 1
2439, 11781, 1
2440, 2882, 1
2441, 3883, 1
2442, 2442, 0
2443, 5885, 1
2444, 6886, 1
2445, 7887, 1
2446, 8888, 1
2447, 9889, 1
2448, 10890, 1
2449, 11891, 1
2450, 2992, 1
2451, 3993, 1
2452, 4994, 1
2453, 2453, 0
2454, 6996, 1
2455, 7997, 1
2456, 8998, 1
2457, 9999, 1
2458, 11000, 1
2459, 12001, 1
2460, 3102, 1
2461, 4103, 1
2462, 5104, 1
2463, 6105, 1
2464, 2464, 0
2465, 8107, 1
2466, 9108, 1
2467, 10109, 1
2468, 11110, 1
2469, 12111, 1
2470, 3212, 1
2471, 4213, 1
2472, 5214, 1
2473, 6215, 1
2474, 7216, 1
2475, 2475, 0
2476, 9218, 1
2477, 10219, 1
2478, 11220, 1
2479, 12221, 1
2480, 3322, 1
2481, 4323, 1
2482, 5324, 1
2483, 6325, 1
2484, 7326, 1
2485, 8327, 1
2486, 2486, 0
2487, 10329, 1
2488, 11330, 1
2489, 12331, 1
2490, 3432, 1
2491, 4433, 1
2492, 5434, 1
2493, 6435, 1
2494, 7436, 1
2495, 8437, 1
2496, 9438, 1
2497, 2497, 0
2498, 11440, 1
2499, 12441, 1
2500, 2552, 1
2501, 3553, 1
2502, 4554, 1
2503, 5555, 1
2504, 6556, 1
2505, 7557, 1
2506, 8558, 1
2507, 9559, 1
2508, 2508, 0
2509, 11561, 1
2510, 2662, 1
2511, 3663, 1
2512, 4664, 1
2513, 5665, 1
2514, 6666, 1
2515, 7667, 1
2516, 8668, 1
2517, 9669, 1
2518, 10670, 1
2519, 2519, 0
2520, 2772, 1
2521, 3773, 1
2522, 4774, 1
2523, 5775, 1
2524, 6776, 1
2525, 7777, 1
2526, 8778, 1
2527, 9779, 1
2528, 10780, 1
2529, 11781, 1
2530, 2530, 0
2531, 3883, 1
2532, 4884, 1
2533, 5885, 1
2534, 6886, 1
2535, 7887, 1
2536, 8888, 1
2537, 9889, 1
2538, 10890, 1
2539, 11891, 1
2540, 2992, 1
2541, 2541, 0
2542, 4994, 1
2543, 5995, 1
2544, 6996, 1
2545, 7997, 1
2546, 8998, 1
2547, 9999, 1
2548, 11000, 1
2549, 12001, 1
2550, 3102, 1
2551, 4103, 1
2552, 2552, 0
2553, 6105, 1
2554, 7106, 1
2555, 8107, 1
2556, 9108, 1
2557, 10109, 1
2558, 11110, 1
2559, 12111, 1
2560, 3212, 1
2561, 4213, 1
2562, 5214, 1
2563, 2563, 0
2564, 7216, 1
2565, 8217, 1
2566, 9218, 1
2567, 10219, 1
2568, 11220, 1
2569, 12221, 1
2570, 3322, 1
2571, 4323, 1
2572, 5324, 1
2573, 6325, 1
2574, 2574, 0
2575, 8327, 1
2576, 9328, 1
2577, 10329, 1
2578, 11330, 1
2579, 12331, 1
2580, 3432, 1
2581, 4433, 1
2582, 5434, 1
2583, 6435, 1
2584, 7436, 1
2585, 2585, 0
2586, 9438, 1
2587, 10439, 1
2588, 11440, 1
2589, 12441, 1
2590, 3542, 1
2591, 4543, 1
2592, 5544, 1
2593, 6545, 1
2594, 7546, 1
2595, 8547, 1
2596, 2596, 0
2597, 10549, 1
2598, 11550, 1
2599, 12551, 1
2600, 2662, 1
2601, 3663, 1
2602, 4664, 1
2603, 5665, 1
2604, 6666, 1
2605, 7667, 1
2606, 8668, 1
2607, 2607, 0
2608, 10670, 1
2609, 11671, 1
2610, 2772, 1
2611, 3773, 1
2612, 4774, 1
2613, 5775, 1
2614, 6776, 1
2615, 7777, 1
2616, 8778, 1
2617, 9779, 1
2618, 2618, 0
2619, 11781, 1
2620, 2882, 1
2621, 3883, 1
2622, 4884, 1
2623, 5885, 1
2624, 6886, 1
2625, 7887, 1
2626, 8888, 1
2627, 9889, 1
2628, 10890, 1
2629, 2629, 0
2630, 2992, 1
2631, 3993, 1
2632, 4994, 1
2633, 5995, 1
2634, 6996, 1
2635, 7997, 1
2636, 8998, 1
2637, 9999, 1
2638, 11000, 1
2639, 12001, 1
2640, 2640, 0
2641, 4103, 1
2642, 5104, 1
2643, 6105, 1
2644, 7106, 1
2645, 8107, 1
2646, 9108, 1
2647, 10109, 1
2648, 11110, 1
2649, 12111, 1
2650, 3212, 1
2651, 2651, 0
2652, 5214, 1
2653, 6215, 1
2654, 7216, 1
2655, 8217, 1
2656, 9218, 1
2657, 10219, 1
2658, 11220, 1
2659, 12221, 1
2660, 3322, 1
2661, 4323, 1
2662, 2662, 0
2663, 6325, 1
2664, 7326, 1
2665, 8327, 1
2666, 9328, 1
2667, 10329, 1
2668, 11330, 1
2669, 12331, 1
2670, 3432, 1
2671, 4433, 1
2672, 5434, 1
2673, 2673, 0
2674, 7436, 1
2675, 8437, 1
2676, 9438, 1
2677, 10439, 1
2678, 11440, 1
2679, 12441, 1
2680, 3542, 1
2681, 4543, 1
2682, 5544, 1
2683, 6545, 1
2684, 2684, 0
2685, 8547, 1
2686, 9548, 1
2687, 10549, 1
2688, 11550, 1
2689, 12551, 1
2690, 3652, 1
2691, 4653, 1
2692, 5654, 1
2693, 6655, 1
2694, 7656, 1
2695, 2695, 0
2696, 9658, 1
2697, 10659, 1
2698, 11660, 1
2699, 12661, 1
2700, 2772, 1
2701, 3773, 1
2702, 4774, 1
2703, 5775, 1
2704, 6776, 1
2705, 7777, 1
2706, 2706, 0
2707, 9779, 1
2708, 10780, 1
2709, 11781, 1
2710, 2882, 1
2711, 3883, 1
2712, 4884, 1
2713, 5885, 1
2714, 6886, 1
2715, 7887, 1
2716, 8888, 1
2717, 2717, 0
2718, 10890, 1
2719, 11891, 1
2720, 2992, 1
2721, 3993, 1
2722, 4994, 1
2723, 5995, 1
2724, 6996, 1
2725, 7997, 1
2726, 8998, 1
2727, 9999, 1
2728, 2728, 0
2729, 12001, 1
2730, 3102, 1
2731, 4103, 1
2732, 5104, 1
2733, 6105, 1
2734, 7106, 1
2735, 8107, 1
2736, 9108, 1
2737, 10109, 1
2738, 11110, 1
2739, 2739, 0
2740, 3212, 1
2741, 4213, 1
2742, 5214, 1
2743, 6215, 1
2744, 7216, 1
2745, 8217, 1
2746, 9218, 1
2747, 10219, 1
2748, 11220, 1
2749, 12221, 1
2750, 2750, 0
2751, 4323, 1
2752, 5324, 1
2753, 6325, 1
2754, 7326, 1
2755, 8327, 1
2756, 9328, 1
2757, 10329, 1
2758, 11330, 1
2759, 12331, 1
2760, 3432, 1
2761, 2761, 0
2762, 5434, 1
2763, 6435, 1
2764, 7436, 1
2765, 8437, 1
2766, 9438, 1
2767, 10439, 1
2768, 11440, 1
2769, 12441, 1
2770, 3542, 1
2771, 4543, 1
2772, 2772, 0
2773, 6545, 1
2774, 7546, 1
2775, 8547, 1
2776, 9548, 1
2777, 10549, 1
2778, 11550, 1
2779, 12551, 1
2780, 3652, 1
2781, 4653, 1
2782, 5654, 1
2783, 2783, 0
2784, 7656, 1
2785, 8657, 1
2786, 9658, 1
2787, 10659, 1
2788, 11660, 1
2789, 12661, 1
2790, 3762, 1
2791, 4763, 1
2792, 5764, 1
2793, 6765, 1
2794, 2794, 0
2795, 8767, 1
2796, 9768, 1
2797, 10769, 1
2798, 11770, 1
2799, 12771, 1
2800, 2882, 1
2801, 3883, 1
2802, 4884, 1
2803, 5885, 1
2804, 6886, 1
2805, 2805, 0
2806, 8888, 1
2807, 9889, 1
2808, 10890, 1
2809, 11891, 1
2810, 2992, 1
2811, 3993, 1
2812, 4994, 1
2813, 5995, 1
2814, 6996, 1
2815, 7997, 1
2816, 2816, 0
2817, 9999, 1
2818, 11000, 1
2819, 12001, 1
2820, 3102, 1
2821, 4103, 1
2822, 5104, 1
2823, 6105, 1
2824, 7106, 1
2825, 8107, 1
2826, 9108, 1
2827, 2827, 0
2828, 11110, 1
2829, 12111, 1
2830, 3212, 1
2831, 4213, 1
2832, 5214, 1
2833, 6215, 1
2834, 7216, 1
2835, 8217, 1
2836, 9218, 1
2837, 10219, 1
2838, 2838, 0
2839, 12221, 1
2840, 3322, 1
2841, 4323, 1
2842, 5324, 1
2843, 6325, 1
2844, 7326, 1
2845, 8327, 1
2846, 9328, 1
2847, 10329, 1
2848, 11330, 1
2849, 2849, 0
2850, 3432, 1
2851, 4433, 1
2852, 5434, 1
2853, 6435, 1
2854, 7436, 1
2855, 8437, 1
2856, 9438, 1
2857, 10439, 1
2858, 11440, 1
2859, 12441, 1
2860, 2860, 0
2861, 4543, 1
2862, 5544, 1
2863, 6545, 1
2864, 7546, 1
2865, 8547, 1
2866, 9548, 1
2867, 10549, 1
2868, 11550, 1
2869, 12551, 1
2870, 3652, 1
2871, 2871, 0
2872, 5654, 1
2873, 6655, 1
2874, 7656, 1
2875, 8657, 1
2876, 9658, 1
2877, 10659, 1
2878, 11660, 1
2879, 12661, 1
2880, 3762, 1
2881, 4763, 1
2882, 2882, 0
2883, 6765, 1
2884, 7766, 1
2885, 8767, 1
2886, 9768, 1
2887, 10769, 1
2888, 11770, 1
2889, 12771, 1
2890, 3872, 1
2891, 4873, 1
2892, 5874, 1
2893, 2893, 0
2894, 7876, 1
2895, 8877, 1
2896, 9878, 1
2897, 10879, 1
2898, 11880, 1
2899, 12881, 1
2900, 2992, 1
2901, 3993, 1
2902, 4994, 1
2903, 5995, 1
2904, 2904, 0
2905, 7997, 1
2906, 8998, 1
2907, 9999, 1
2908, 11000, 1
2909, 12001, 1
2910, 3102, 1
2911, 4103, 1
2912, 5104, 1
